id,license id,account number,site number,legal name,doing business as name,address,city,state,zip code,ward,precinct,ward precinct,police district,license code,license description,business activity id,business activity,license number,application type,application created date,application requirements complete,payment date,conditional approval,license term start date,license term expiration date,license approved for issuance,date issued,license status,license status change date,ssa,latitude,longitude,location
2270816-20161016,2486517,357027,3,ANA L. ALAMO,CHICAGO TIRE SHOP,2100-2104 E 79TH ST,CHICAGO,IL,60649,8,65,8-65,4,8340,Motor Vehicle Services License,778,"Sale and Storage of Tires, 1,001 - 5000",2270816,RENEW,,08/15/2016,10/19/2016,N,10/16/2016,10/15/2018,10/19/2016,10/20/2016,AAI,,50,41.751748166,-87.573484726,"(41.75174816622825, -87.57348472606483)"
2064638-20161116,2491142,357598,1,ADJEKA SIDONIE AKAKPO-TOBI,SIDONIE AFRICAN HAIR BRAIDING,2237 E 75TH ST 1ST,CHICAGO,IL,60649,7,34,7-34,4,1010,Limited Business License,894,Hair Services,2064638,RENEW,,09/15/2016,10/03/2016,N,11/16/2016,11/15/2018,10/03/2016,10/04/2016,AAI,,49,41.758840854,-87.569789075,"(41.75884085372617, -87.56978907477419)"
2064985-20161116,2491166,357727,1,"HAN'S COSMO WIG & BEAUTY SUPPLY, INC.",COSMO WIG & BEAUTY,2623 E 75TH ST 1ST,CHICAGO,IL,60649,7,28,7-28,4,1010,Limited Business License,,,2064985,RENEW,,09/15/2016,11/14/2016,N,11/16/2016,11/15/2018,11/14/2016,11/15/2016,AAI,,49,41.758954966,-87.560588842,"(41.758954966111894, -87.56058884241716)"
2065097-20161216,2494941,357795,1,AYAAN CHICAGO INC.,KENNEDY FISH & CHICKEN,2425 E 72ND ST 1ST,CHICAGO,IL,60649,7,40,7-40,3,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2065097,RENEW,,10/15/2016,11/03/2016,N,12/16/2016,12/15/2018,11/03/2016,11/04/2016,AAI,,49,41.76433649,-87.565559488,"(41.76433649022248, -87.56555948755981)"
2073875-20170116,2499942,358836,1,"EXPRESS DROP OFF TAX SERVICE, LLC",CREATIVE TAX SOLUTIONS,6906 S STONY ISLAND AVE 1ST,CHICAGO,IL,60649,5,10,5-10,3,1010,Limited Business License,895 | 197,Nail Services | Tax Preparation Services,2073875,RENEW,,11/15/2016,01/03/2017,N,01/16/2017,01/15/2019,01/03/2017,01/04/2017,AAI,,42,41.76948207,-87.586385288,"(41.769482070317935, -87.5863852881995)"
2074459-20150216,2372248,359144,1,TREVOR A. HUNTER,CARIBBEAN JERKAND BAR-B-QUE PIT,1652 E 79TH ST 1,CHICAGO,IL,60649,8,13,8-13,4,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2074459,RENEW,,12/15/2014,02/17/2015,N,02/16/2015,02/15/2017,02/17/2015,02/19/2015,AAC,11/12/2015,50,41.751619855,-87.583635202,"(41.75161985495807, -87.58363520217515)"
2209139-20150216,2372268,359238,1,LARRY EASON MGMT INC.,LARRY EASON MGMT INC.,7241 S MERRILL AVE 1ST,CHICAGO,IL,60649,5,54,5-54,3,4404,Regulated Business License,724,Other Home Occupations,2209139,RENEW,,12/15/2014,02/19/2015,N,02/16/2015,02/15/2017,02/19/2015,02/27/2015,AAI,,42,41.763127514,-87.572377006,"(41.763127514030835, -87.57237700597614)"
2079767-20150316,2377944,359721,1,"SPIN DRY, LLC",SPIN DRY,2416 E 75TH ST 1ST,CHICAGO,IL,60649,7,48,7-48,3,1010,Limited Business License,692,Laundromat - Self Service,2079767,RENEW,,01/16/2015,06/10/2015,N,03/16/2015,03/15/2017,06/10/2015,08/14/2015,AAI,,49,41.759105624,-87.565694014,"(41.759105624318146, -87.56569401363203)"
2209316-20150316,2378113,360234,1,"347 CENTRAL, LLC","347 CENTRAL, LLC",1310 E 75TH ST 2ND,CHICAGO,IL,60619,8,50,8-50,3,4404,Regulated Business License,601,Acquisition and Improvement of Land/Residential Buildings,2209316,RENEW,,01/16/2015,03/04/2015,N,03/16/2015,03/15/2017,03/04/2015,03/05/2015,AAI,,,41.758816119,-87.592779654,"(41.75881611946599, -87.59277965375071)"
2087686-20150416,2383817,360534,1,liam foods inc,papa johns pizza,2101 E 71ST ST 1 ST  J,CHICAGO,IL,60649,5,,5-,,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2087686,RENEW,,02/15/2015,02/24/2015,N,04/16/2015,04/15/2017,02/24/2015,02/25/2015,AAI,,42,41.765990001,-87.573787337,"(41.765990001140594, -87.57378733665412)"
2088430-20150416,2383900,360886,1,bader wireless corp,bader wireless,2042 E 71ST ST 1,CHICAGO,IL,60649,5,,5-,,1010,Limited Business License,,,2088430,RENEW,,02/15/2015,03/19/2015,N,04/16/2015,04/15/2017,03/19/2015,03/20/2015,AAI,,42,41.766366189,-87.574551208,"(41.76636618913804, -87.57455120785676)"
2092903-20150716,2402514,361490,1,ROYAL CARIBBEAN JERK LLC,ROYAL CARIBBEAN JERK LLC,2126 E 71ST ST 1ST,CHICAGO,IL,60649,5,47,5-47,3,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2092903,RENEW,,05/15/2015,06/26/2015,N,07/16/2015,07/15/2017,06/26/2015,06/26/2015,AAI,,42,41.766384218,-87.572694469,"(41.76638421797862, -87.57269446868935)"
2093971-20150516,2389460,361928,1,DAVID RIDLEY,BELKY OUTDOOR,7818 S STONY ISLAND AVE 1ST,CHICAGO,IL,60649,5,12,5-12,4,1010,Limited Business License,,,2093971,RENEW,,03/15/2015,07/21/2015,N,05/16/2015,05/15/2017,07/21/2015,07/21/2015,AAI,,42,41.752743056,-87.586207743,"(41.75274305569423, -87.58620774262256)"
2209564-20150616,2395679,361940,1,"Windsor Park Nursing and Living Center, LLC",Windsor Park Nursing and Living Center,2649 E 75TH ST 1 ST FLOOR ENTRANCE,CHICAGO,IL,60649,7,,7-,,4404,Regulated Business License,699,Long Term Care Facility,2209564,RENEW,,04/15/2015,06/05/2015,N,06/16/2015,06/15/2017,06/05/2015,10/23/2015,AAI,,49,41.759230937,-87.559598222,"(41.75923093682706, -87.55959822228947)"
2158144-20150716,2402613,363149,7,MOBILELINK L.L.C.,"CRICKET WIRELESS, AUTHORIZED AGENT",6722 S STONY ISLAND AVE,CHICAGO,IL,60649,5,5,5-5,3,1010,Limited Business License,904,Retail Sales of General Merchandise,2158144,RENEW,,05/15/2015,07/15/2015,N,07/16/2015,07/15/2017,07/15/2015,07/16/2015,AAI,,42,41.772599734,-87.586443817,"(41.772599733944766, -87.58644381748738)"
2349010-20150716,2402743,363950,2,"MENA AND EMAD HAIR DESIGN, INC.",MENA'S HAIR DESIGN,2302 E 71ST ST 1ST,CHICAGO,IL,60649,5,44,5-44,3,1010,Limited Business License,895 | 894,Nail Services | Hair Services,2349010,RENEW,,05/15/2015,06/17/2015,N,07/16/2015,07/15/2017,06/17/2015,06/18/2015,AAI,,42,41.766414887,-87.569660098,"(41.76641488746122, -87.56966009822624)"
2216146-20151116,2426792,364146,1,LITTLE APPLE SEEDS LEARNING ACADEMY CORPORATION,LITTLE APPLE SEEDS LEARNING ACADEMY,2671-73 E 75TH ST 1ST,CHICAGO,IL,60649,7,63,7-63,4,1023,Children's Services Facility License,820,"Supervision of, and Care for, Children 0-6 Years of Age, During the Day Between 6am-9pm",2216146,RENEW,,09/15/2015,10/20/2015,N,11/16/2015,11/15/2017,12/07/2015,12/08/2015,AAI,,49,41.759579299,-87.558917238,"(41.75957929907675, -87.55891723791517)"
2216147-20151116,2426793,364146,2,LITTLE APPLE SEEDS LEARNING ACADEMY CORPORATION,LITTLE APPLE SEEDS LEARNING ACADEMY,2672-2674 E 75TH ST 1ST,CHICAGO,IL,60649,7,44,7-44,3,1023,Children's Services Facility License,823,"Supervision of, and Care for, Children 2-6 Years of Age, During the Day Between 6am-9pm",2216147,RENEW,,09/15/2015,10/20/2015,N,11/16/2015,11/15/2017,11/13/2015,11/16/2015,AAI,,49,41.759792719,-87.559018971,"(41.75979271850805, -87.55901897113903)"
2107900-20150516,2389512,364244,1,RACHEL DORIS DOBINE,BOSTON JERK RESTAURANT,7261 S EXCHANGE AVE 1ST,CHICAGO,IL,60649,7,40,7-40,3,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2107900,RENEW,,03/15/2015,04/22/2015,N,05/16/2015,05/15/2017,04/22/2015,04/22/2015,AAI,,49,41.763170624,-87.563542624,"(41.763170624145694, -87.56354262386552)"
2108057-20151016,2431717,364343,1,SARA LOUISE PHILLIPS,CHEF SARA'S CAFE,7201 S EXCHANGE AVE 1 1,CHICAGO,IL,60649,7,40,7-40,3,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2108057,RENEW,,10/16/2015,10/16/2015,N,10/16/2015,10/15/2017,10/16/2015,10/16/2015,AAI,,49,41.764509173,-87.564739392,"(41.764509172574805, -87.56473939232829)"
2209876-20150916,2416782,365667,1,Jerome J Pledger Junior,Jay's Snow Removal,7301 S CRANDON AVE 1,CHICAGO,IL,60649,7,,7-,,4404,Regulated Business License,724,Other Home Occupations,2209876,RENEW,,07/15/2015,08/24/2015,N,09/16/2015,09/15/2017,08/24/2015,08/25/2015,AAI,,,41.762504575,-87.568729179,"(41.76250457548843, -87.56872917868776)"
2179843-20151016,2421975,365764,2,MOHAMMAD A. SATTAR,JOJI GYROS,2518 E 79TH ST 1ST,CHICAGO,IL,60649,7,17,7-17,4,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2179843,RENEW,,08/15/2015,10/13/2015,N,10/16/2015,10/15/2017,10/13/2015,10/14/2015,AAI,,49,41.751883324,-87.56299536,"(41.751883323857825, -87.56299535958054)"
2283845-20150916,2416811,365830,2,"Holt Health Care Management Services, Inc.",Holt,7141 S JEFFERY BLVD 1ST 11,CHICAGO,IL,60649,5,,5-,,1010,Limited Business License,619,Business and Management Consulting,2283845,RENEW,,07/15/2015,01/13/2016,N,09/16/2015,09/15/2017,01/13/2016,01/13/2016,AAI,,42,41.76490026,-87.576126664,"(41.76490025967413, -87.57612666405497)"
2120140-20151016,2422067,366513,1,TORAINO J STEWART,SOLE SURVIVOR STYLZ,1739 E 75TH ST 1ST,CHICAGO,IL,60649,8,20,8-20,4,1010,Limited Business License,894,Hair Services,2120140,RENEW,,08/15/2015,10/13/2015,N,10/16/2015,10/15/2017,10/13/2015,10/14/2015,AAI,,,41.758701139,-87.581946216,"(41.75870113914882, -87.58194621647475)"
2210231-20151216,2431215,368305,1,DIRECT IMPROVEMENTS LLC,DIRECT IMPROVEMENTS,1861 E 71ST ST 1ST,CHICAGO,IL,60649,5,42,5-42,3,4404,Regulated Business License,673,Home Repair Services,2210231,RENEW,,10/15/2015,07/20/2016,N,12/16/2015,12/15/2017,07/20/2016,07/21/2016,AAI,,42,41.765939026,-87.578967301,"(41.76593902557342, -87.57896730096398)"
2133766-20160116,2436594,368538,1,RANEEM INVESTMENTS INC.,WINGS & FINS,1751 E 75TH ST 1ST,CHICAGO,IL,60649,8,20,8-20,4,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2133766,RENEW,,11/15/2015,01/11/2016,N,01/16/2016,01/15/2018,01/11/2016,01/12/2016,AAI,,,41.758706089,-87.58143892,"(41.75870608870524, -87.5814389203344)"
2136962-20160216,2441565,368764,1,"76 CHICAGO, INC.",BP GAS & FOOD MART,7603-7643 S SOUTH CHICAGO AVE,CHICAGO,IL,60619,5,12,5-12,4,1275,Filling Station,666,Operation of a Fuel Filling Station,2136962,RENEW,,12/15/2015,02/08/2016,N,02/16/2016,02/15/2018,02/08/2016,05/12/2016,AAI,,,41.756855835,-87.592814173,"(41.75685583480461, -87.5928141734443)"
2136963-20160216,2441567,368764,1,"76 CHICAGO, INC.",BP GAS & FOOD MART,7603-7643 S SOUTH CHICAGO AVE,CHICAGO,IL,60619,5,12,5-12,4,1781,Tobacco Retail Over Counter,763,Retail Sale of Tobacco,2136963,RENEW,,12/15/2015,02/08/2016,N,02/16/2016,02/15/2018,02/08/2016,05/12/2016,AAI,,,41.756855835,-87.592814173,"(41.75685583480461, -87.5928141734443)"
2136960-20160216,2441566,368764,1,"76 CHICAGO, INC.",BP GAS & FOOD MART,7603-7643 S SOUTH CHICAGO AVE,CHICAGO,IL,60619,5,12,5-12,4,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2136960,RENEW,,12/15/2015,02/08/2016,N,02/16/2016,02/15/2018,02/08/2016,05/12/2016,AAI,,,41.756855835,-87.592814173,"(41.75685583480461, -87.5928141734443)"
2210306-20160116,2436727,369050,1,ANDRE SHAW SR. / LOVETTA SPENCER,SHIMS REMODELING,7430 S MERRILL AVE,CHICAGO,IL,60649,7,4,7-4,3,4404,Regulated Business License,673,Home Repair Services,2210306,RENEW,,11/15/2015,02/03/2016,N,01/16/2016,01/15/2018,02/03/2016,02/04/2016,AAI,,,41.759798429,-87.572603059,"(41.75979842898599, -87.57260305865061)"
2215397-20160416,2450277,369976,1,PETROLEUM EXPRESS INC.,PIT STOP 500,7000-7008 S STONY ISLAND AVE 1ST,CHICAGO,IL,60649,5,10,5-10,3,8340,Motor Vehicle Services License,712,Motor Vehicle Repair - Engine and Transmission Work,2215397,RENEW,,02/15/2016,04/08/2016,N,04/16/2016,04/15/2018,04/08/2016,04/11/2016,AAI,,42,41.767790956,-87.586516319,"(41.76779095632842, -87.58651631889869)"
2146638-20160416,2450375,370752,5,"APEX BRANDS CHICAGO, LLC",KFC,7445 S STONY ISLAND AVE 1ST,CHICAGO,IL,60649,8,57,8-57,3,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2146638,RENEW,,02/15/2016,04/15/2016,N,04/16/2016,04/15/2018,04/15/2016,04/18/2016,AAI,,42,41.759257737,-87.585602137,"(41.759257737435604, -87.58560213727299)"
2146789-20160416,2450411,370831,1,NATIONAL MART INC.,NATIONAL MART INC.,7337 S SOUTH SHORE DR 1ST,CHICAGO,IL,60649,7,45,7-45,3,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2146789,RENEW,,02/15/2016,04/05/2016,N,04/16/2016,04/15/2018,04/05/2016,04/08/2016,AAI,,,41.763235024,-87.559616682,"(41.76323502386814, -87.55961668246357)"
2146790-20160416,2450412,370831,1,NATIONAL MART INC.,NATIONAL MART INC.,7337 S SOUTH SHORE DR 1ST,CHICAGO,IL,60649,7,45,7-45,3,1781,Tobacco Retail Over Counter,763,Retail Sale of Tobacco,2146790,RENEW,,02/15/2016,04/05/2016,N,04/16/2016,04/15/2018,04/05/2016,04/08/2016,AAI,,,41.763235024,-87.559616682,"(41.76323502386814, -87.55961668246357)"
2146995-20160416,2450444,370941,1,Z&S Express Market Inc,Z&S Express Market Inc,1728 E 79TH ST 1,CHICAGO,IL,60649,8,,8-,,1781,Tobacco Retail Over Counter,763,Retail Sale of Tobacco,2146995,RENEW,,02/15/2016,02/25/2016,N,04/16/2016,04/15/2018,02/25/2016,02/26/2016,AAI,,50,41.751639187,-87.582130129,"(41.75163918728348, -87.58213012906194)"
2152858-20160416,2450445,370941,1,Z&S Express Market Inc,Z&S Express Market Inc,1728 E 79TH ST 1,CHICAGO,IL,60649,8,,8-,,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2152858,RENEW,,02/15/2016,02/25/2016,N,04/16/2016,04/15/2018,02/25/2016,02/26/2016,AAI,,50,41.751639187,-87.582130129,"(41.75163918728348, -87.58213012906194)"
2147788-20160416,2450526,371281,1,ADJOA EH AMETEPE,HALEY AFRICAN HAIR BRAIDING,7165 S EXCHANGE AVE,CHICAGO,IL,60649,7,40,7-40,3,1010,Limited Business License,894,Hair Services,2147788,RENEW,,02/15/2016,04/06/2016,N,04/16/2016,04/15/2018,04/06/2016,04/07/2016,AAI,,49,41.764706236,-87.564918,"(41.764706235534575, -87.56491799955343)"
2157633-20160616,2462063,371422,1,SUN JEWELRY REPAIR CORPORATION,SUN JEWELRY REPAIR CORPORATION,7131 S JEFFERY BLVD 1ST K-1,CHICAGO,IL,60649,5,54,5-54,3,1010,Limited Business License,923,Retail Sales of Jewelry and Jewelry Repair,2157633,RENEW,,04/15/2016,05/16/2016,N,06/16/2016,06/15/2018,05/16/2016,05/16/2016,AAI,,42,41.765189524,-87.576133104,"(41.765189524327816, -87.57613310396634)"
2210623-20160516,2456414,371759,1,ILLINOIS TONER DEPOT INC.,ILLINOIS TONER DEPOT INC.,7042 S SOUTH SHORE DR,CHICAGO,IL,60649,5,44,5-44,3,4404,Regulated Business License,724,Other Home Occupations,2210623,RENEW,,03/15/2016,09/21/2016,N,05/16/2016,05/15/2018,09/21/2016,09/21/2016,AAI,,42,41.766820552,-87.566629228,"(41.766820551667315, -87.56662922795702)"
2158242-20160716,2468245,373045,1,"RAWAT ENTERPRISES, LLC",SUBWAY,7358 S STONY ISLAND AVE 1ST,CHICAGO,IL,60649,7,19,7-19,3,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2158242,RENEW,,05/15/2016,08/12/2016,N,07/16/2016,07/15/2018,08/12/2016,08/12/2016,AAI,,42,41.760632383,-87.586332662,"(41.76063238325362, -87.58633266221408)"
2341838-20150422,2341838,373237,1,"SOUTH SHORE GOLF MANAGMENT, LLC",SOUTH SHORE GOLF CENTER GOLF COURSE,7059 S SOUTH SHORE DR 1,CHICAGO,IL,60649,5,44,5-44,3,1050,Public Place of Amusement,746,"Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee",2341838,ISSUE,07/08/2014,11/21/2014,11/21/2014,N,04/22/2015,02/15/2017,04/22/2015,04/22/2015,AAI,,,41.766603022,-87.566323723,"(41.76660302216941, -87.56632372273566)"
2341839-20150422,2341839,373237,1,"SOUTH SHORE GOLF MANAGMENT, LLC",SOUTH SHORE GOLF CENTER GOLF COURSE,7059 S SOUTH SHORE DR 1,CHICAGO,IL,60649,5,44,5-44,3,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2341839,ISSUE,07/08/2014,12/24/2014,11/21/2014,N,04/22/2015,05/15/2017,04/22/2015,04/22/2015,AAI,,,41.766603022,-87.566323723,"(41.76660302216941, -87.56632372273566)"
2283882-20160716,2468366,373644,15,SNEAKER VILLA INC.,VILLA JOIN THE MOVEMENT,2101 E 71ST ST,CHICAGO,IL,60649,5,54,5-54,3,1010,Limited Business License,911,Retail Sales of Clothing / Accessories / Shoes,2283882,RENEW,,05/15/2016,06/13/2016,N,07/16/2016,07/15/2018,06/13/2016,06/14/2016,AAI,,42,41.765990001,-87.573787337,"(41.765990001140594, -87.57378733665412)"
2210937-20160816,2474949,374715,1,Janice E Hobson,WindyCityScrubs.com,6852 S OGLESBY AVE 3 6852-3,CHICAGO,IL,60649,5,,5-,,4404,Regulated Business License,724,Other Home Occupations,2210937,RENEW,,06/15/2016,08/15/2016,N,08/16/2016,08/15/2018,08/15/2016,08/16/2016,AAI,,,41.770146429,-87.568396466,"(41.77014642924505, -87.56839646622065)"
2203461-20160816,2474952,374735,2,"7336 STONY ISLAND, INC.",ZEE'S SUPERMARKET PLUS,7336 S STONY ISLAND AVE 1ST,CHICAGO,IL,60649,7,19,7-19,3,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2203461,RENEW,,06/15/2016,06/23/2016,N,08/16/2016,08/15/2018,06/23/2016,06/24/2016,AAI,,42,41.761327921,-87.586350376,"(41.76132792132938, -87.58635037600584)"
2203463-20160816,2474953,374735,2,"7336 STONY ISLAND, INC.",ZEE'S SUPERMARKET PLUS,7336 S STONY ISLAND AVE 1ST,CHICAGO,IL,60649,7,19,7-19,3,1781,Tobacco Retail Over Counter,763,Retail Sale of Tobacco,2203463,RENEW,,06/15/2016,06/23/2016,N,08/16/2016,08/15/2018,06/23/2016,06/24/2016,AAI,,42,41.761327921,-87.586350376,"(41.76132792132938, -87.58635037600584)"
2203462-20160816,2474951,374735,2,"7336 STONY ISLAND, INC.",ZEE'S SUPERMARKET PLUS,7336 S STONY ISLAND AVE 1ST,CHICAGO,IL,60649,7,19,7-19,3,1609,Secondhand Dealer (No Valuable Objects),622,Buying and Reselling of Used Goods - Non Valuable,2203462,RENEW,,06/15/2016,06/23/2016,N,08/16/2016,08/15/2018,06/23/2016,06/24/2016,AAI,,42,41.761327921,-87.586350376,"(41.76132792132938, -87.58635037600584)"
2179694-20160916,2481945,374738,1,"AMIR FOOD MART # 1, INC.",AMIR FOOD MART,1877 E 71ST ST 1ST,CHICAGO,IL,60649,5,42,5-42,3,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2179694,RENEW,,07/15/2016,08/03/2016,N,09/16/2016,09/15/2018,08/03/2016,09/12/2016,AAI,,42,41.765943201,-87.57828655,"(41.765943200822875, -87.57828654994046)"
2262834-20160916,2481944,374738,1,"AMIR FOOD MART # 1, INC.",AMIR FOOD MART,1877 E 71ST ST 1ST,CHICAGO,IL,60649,5,42,5-42,3,1781,Tobacco Retail Over Counter,776,Retail Sales of Tobacco Products,2262834,RENEW,,07/15/2016,08/03/2016,N,09/16/2016,09/15/2018,08/03/2016,09/12/2016,AAI,,42,41.765943201,-87.57828655,"(41.765943200822875, -87.57828654994046)"
2211058-20161016,2486750,375871,1,CATRINA JEFFERSON EL-AMIN,GLOBAL GENERATION GROUP,7141 S OGLESBY AVE 2ND,CHICAGO,IL,60649,5,54,5-54,3,4404,Regulated Business License,724,Other Home Occupations,2211058,RENEW,,08/15/2016,09/07/2016,N,10/16/2016,10/15/2018,09/07/2016,09/08/2016,AAI,,42,41.764989852,-87.567562317,"(41.764989851592084, -87.56756231713092)"
2277471-20161116,2491470,377026,1,Kum J Kim,Joy Luck Cleaners,2054 E 71ST ST 1 1,CHICAGO,IL,60649,5,,5-,,4404,Regulated Business License,631 | 694 | 648,Clothing Alterations | Laundry Service - Drop Off Only | Dry Cleaning - Drop Off Location,2277471,RENEW,,09/15/2016,10/19/2016,N,11/16/2016,11/15/2018,10/19/2016,10/20/2016,AAI,,42,41.766371618,-87.574077086,"(41.766371617801994, -87.5740770863906)"
2203460-20161216,2495293,377693,1,"STONY WIRELESS, INC.",BOOST MOBILE,7338 S STONY ISLAND AVE 1ST,CHICAGO,IL,60649,7,19,7-19,3,1010,Limited Business License,,,2203460,RENEW,,10/15/2016,10/27/2016,N,12/16/2016,12/15/2018,10/27/2016,10/28/2016,AAI,,42,41.761264705,-87.586348855,"(41.76126470480667, -87.58634885526573)"
2203524-20150216,2373125,377723,1,"THE ADAMS AND ADAMS, INC.",HAROLD' S OF CHICAGO,7348 S STONY ISLAND AVE 1ST,CHICAGO,IL,60649,7,19,7-19,3,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2203524,RENEW,,12/15/2014,04/21/2015,N,02/16/2015,02/15/2017,04/21/2015,04/21/2015,AAI,,42,41.760948457,-87.58634092,"(41.760948456691715, -87.58634092010269)"
2221134-20150216,2373164,378118,1,NEW HOAGY HOUSE INC.,HOAGY HOUSE,7116 S YATES BLVD 1ST,CHICAGO,IL,60649,5,54,5-54,3,1006,Retail Food Establishment,767 | 735,Retail Sales of General Merchandise and Non-Perishable Food | Preparation of Food and Dining on Premise With Seating,2221134,RENEW,,12/15/2014,02/13/2015,N,02/16/2015,02/15/2017,08/17/2015,04/19/2016,AAI,,42,41.765617973,-87.56665273,"(41.76561797259401, -87.56665272988461)"
2229486-20150216,2373252,378347,1,1337 CENTRAL PARK DEVELOPMENT LLC,1337 CENTRAL PARK DEVELOPMENT LLC,1310 E 75TH ST 2 2,CHICAGO,IL,60619,8,50,8-50,3,4404,Regulated Business License,601,Acquisition and Improvement of Land/Residential Buildings,2229486,RENEW,,12/15/2014,03/06/2015,N,02/16/2015,02/15/2017,03/06/2015,03/09/2015,AAI,,,41.758816119,-87.592779654,"(41.75881611946599, -87.59277965375071)"
2231812-20150216,2373315,378501,1,FIDELIA HOUNKPONOU,BIJOU HAIR,2114 E 71ST ST,CHICAGO,IL,60649,5,47,5-47,3,1010,Limited Business License,894,Hair Services,2231812,RENEW,,12/15/2014,02/18/2015,N,02/16/2015,02/15/2017,02/18/2015,02/18/2015,AAC,11/30/2015,42,41.766379129,-87.57320428,"(41.766379128818976, -87.57320427952746)"
2384928-20151130,2384928,378501,2,FIDELIA HOUNKPONOU,BIJOU HAIR,2110 E 71ST ST 1ST,CHICAGO,IL,60649,5,47,5-47,3,1010,Limited Business License,894,Hair Services,2384928,C_LOC,02/18/2015,11/30/2015,11/30/2015,N,11/30/2015,02/15/2017,11/30/2015,11/30/2015,AAI,,42,41.766377,-87.573373891,"(41.76637699988293, -87.5733738910822)"
2231835-20150216,2373323,378514,1,FREEDOM LIFTED LLC,FREEDOM LIFTED,2400 E 74TH ST 1ST 1,CHICAGO,IL,60649,7,48,7-48,3,4404,Regulated Business License,724,Other Home Occupations,2231835,RENEW,,12/15/2014,04/26/2015,N,02/16/2015,02/15/2017,04/26/2015,04/27/2015,AAI,,49,41.76091371,-87.566333966,"(41.76091371023736, -87.5663339655986)"
2240085-20160116,2436761,379164,1,PRIME TIME FOOD & LIQUORS 79TH LLC,PRIME TIME FOOD & LIQUORS 79TH,1650 E 79TH ST,CHICAGO,IL,60649,8,13,8-13,4,1006,Retail Food Establishment,775 | 767,Retail Sales of Perishable Foods | Retail Sales of General Merchandise and Non-Perishable Food,2240085,RENEW,,11/15/2015,12/10/2015,N,01/16/2016,01/15/2018,12/10/2015,12/11/2015,AAI,,50,41.751618682,-87.583725099,"(41.75161868179661, -87.58372509914342)"
2240087-20160116,2436762,379164,1,PRIME TIME FOOD & LIQUORS 79TH LLC,PRIME TIME FOOD & LIQUORS 79TH,1650 E 79TH ST,CHICAGO,IL,60649,8,13,8-13,4,1781,Tobacco Retail Over Counter,776,Retail Sales of Tobacco Products,2240087,RENEW,,11/15/2015,12/10/2015,N,01/16/2016,01/15/2018,12/10/2015,12/11/2015,AAI,,50,41.751618682,-87.583725099,"(41.75161868179661, -87.58372509914342)"
2240086-20160216,2441831,379164,1,PRIME TIME FOOD & LIQUORS 79TH LLC,PRIME TIME FOOD & LIQUORS 79TH,1650 E 79TH ST,CHICAGO,IL,60649,8,13,8-13,4,1474,Package Goods,774,Retail Sales of Packaged Liquor,2240086,RENEW,,12/15/2015,02/04/2016,N,02/16/2016,01/15/2018,02/04/2016,02/05/2016,AAI,,50,41.751618682,-87.583725099,"(41.75161868179661, -87.58372509914342)"
2261710-20151016,2422273,379307,2,UNEARTHED LLC,THE QUARRY EVENT CENTER,2419-2425 E 75TH ST 1,CHICAGO,IL,60649,7,56,7-56,4,8343,Food - Shared Kitchen - Supplemental,803,Shared Kitchen - Supplemental,2261710,RENEW,,08/15/2015,10/14/2015,N,10/16/2015,10/15/2017,10/14/2015,10/15/2015,AAI,,49,41.758886518,-87.565657953,"(41.75888651800864, -87.56565795329745)"
2261711-20151016,2422274,379307,2,UNEARTHED LLC,THE QUARRY EVENT CENTER,2419-2425 E 75TH ST 1,CHICAGO,IL,60649,7,56,7-56,4,1006,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,2261711,RENEW,,08/15/2015,10/14/2015,N,10/16/2015,10/15/2017,10/14/2015,10/15/2015,AAI,,49,41.758886518,-87.565657953,"(41.75888651800864, -87.56565795329745)"
2241037-20150416,2384397,379479,1,"EVANS AND GRAYSON II, INC.",ELUSIVE HAIR SALON,6949 S STONY ISLAND AVE 1ST,CHICAGO,IL,60649,5,21,5-21,3,1010,Limited Business License,894,Hair Services,2241037,RENEW,,02/15/2015,04/22/2015,N,04/16/2015,04/15/2017,04/22/2015,04/22/2015,AAI,,42,41.768365765,-87.585836269,"(41.76836576511222, -87.585836268815)"
