Name,BuildingNumber,Fraction,Street,Unit,City,Zip Code,GeoArea,PlaceStatus,PlaceType,PlaceSubType,PrivateResidence,Note,PhoneNumber,Email,Website
Day Investment Group,2531,,E 73rd St,,Chicago,60649,South Shore,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Other financial,True,,773-375-0478,,
Derrick Walker International Limited,7119,,S Oglesby Ave,,Chicago,60649,South Shore,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Other financial,True,,773-285-0100,,
F And S Investment Group,7726,,S Kingston Ave,,Chicago,60649,South Shore,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Other financial,True,,773-375-9900,,
Free Financial,1715,,E 67th St,,Chicago,60649,South Shore,Unknown,"Financial, Insurance, Real Estate, Legal, and Professional",Other financial,True,,,,
Nautilus Investment,6731,,S Jeffery Ave,,Chicago,60649,South Shore,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Other financial,True,,773-336-2781,,
New Life Medical Billing 1,6700,,S Oglesby Ave,,Chicago,60649,South Shore,Unknown,"Financial, Insurance, Real Estate, Legal, and Professional",Other financial,True,,,,
Overflow Financial Services,2363,,E 70th St,,Chicago,,South Shore,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Other financial,True,,773-324-5415,,
P2 Funding,6806,,S Clyde Ave,,Chicago,,South Shore,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Other financial,True,,773-493-8979,,
JDR Real Estate Investors,7019,,S Merrill Ave,,Chicago,60649,South Shore,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Other financial,True,,773-955-9080,,
Harris Note Investors,2772,,E 75th St,Apt 2A,Chicago,60649,South Shore,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Other financial,True,,,,
Illinois Title Loans,7013,,S Stony Island Ave,,Chicago,60649,South Shore,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Other financial,False,,773-241-5394,,
Rean Investment,7027,,S Euclid Ave,,Chicago,60649,South Shore,Unknown,"Financial, Insurance, Real Estate, Legal, and Professional",Other financial,True,,773-667-4679,,
Regal Investments,2339,,E 72nd St,,Chicago,,South Shore,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Other financial,True,,773-324-8575,,
State Farm Insurance,7639,,S Jeffery Ave,,Chicago,60649,South Shore,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Insurance agency,False,,773-933-0066,,
State Farm Insurance,6945,,S Stony Island Ave,,Chicago,60649,South Shore,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Insurance agency,False,,773-947-9850,,
Insurance Depot,1952,,E 79th St,,Chicago,60649,South Shore,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Insurance agency,False,,773-437-4159,,
Insure One,1801,,E 71st St,,Chicago,60649,South Shore,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Insurance agency,False,,773-493-8828,,
Northwest Insurance Network,7356,,S Stony Island Ave,,Chicago,60649,South Shore,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Insurance agency,False,,773-493-1900,,
Frank Russo New York Life Insurance,1809,,E 71st St,Ste 206,Chicago,60649,South Shore,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Insurance agency,False,,,,
Acceptance Auto Insurance,6716,,S Stony Island Ave,,Chicago,60637,South Shore,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Insurance agency,False,,773-256-0200,,
Alfred Williams & Associates,7136,,S Coles Ave,Apt 1,Chicago,60649,South Shore,Unknown,"Financial, Insurance, Real Estate, Legal, and Professional",Lawyer's office,True,,773-485-5809,,
Delores E Robinson Attorney At Law,7756,,S Merrill Ave,,Chicago,60649,South Shore,Unknown,"Financial, Insurance, Real Estate, Legal, and Professional",Lawyer's office,True,,773-771-8028,,
Joshua Rose Attorney,7600,,S Merrill Ave,,Chicago,60649,South Shore,Unknown,"Financial, Insurance, Real Estate, Legal, and Professional",Lawyer's office,True,Number did not work,773-933-7233,,
Gale Jacoby Acquisitions,1650,,E 70th St,,Chicago,,South Shore,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Lawyer's office,True,,773-288-8433,,
Law Offices of Barclay Dixon and Smith Dixon and Smith PC,1817,,E 71st St,,Chicago,60649,South Shore,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Lawyer's office,False,,773-451-8638,,
Amanda Brown,7436,,S Kingston Ave,,Chicago,60649,South Shore,Unknown,"Financial, Insurance, Real Estate, Legal, and Professional",Other legal,True,,,,
Adria Management,6956,,S Jeffery Ave,,Chicago,60649,South Shore,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,False,,773-955-0701,,
Astoria Properties,7203,,S Exchange Ave,,Chicago,60649,South Shore,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,False,,773-410-0958,,
A Lott Properties,6826,,S Chappel Ave,,Chicago,60649,South Shore,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,True,,773-241-5688,,
A Realty,7020,,S Jeffery Ave,,Chicago,60649,South Shore,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,True,,,,
Anchor Realty Group,7241,,S Phillips Ave,,Chicago,,South Shore,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,False,,,,
Dexter B Jones,1528,,E 74th Pl,,Chicago,,South Shore,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,True,,773-550-3194,,
7350 S Phillips Partners,7350,,S Phillips Ave,,Chicago,,South Shore,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,True,,773-933-0161,,
Citadel Apartments,7219,,S Yates Blvd,,Chicago,60649,South Shore,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,True,,773-221-2336,,
Frontier Realty Group,1733,,E 75th St,,Chicago,60649,South Shore,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,False,,773-288-4000,,
Dream Spots Leasing,2116,,E 71st St,,Chicago,60649,South Shore,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,False,,773-633-2369,,
Emerging Light Properties Company,2333,,E 70th Pl,Unit 7,Chicago,60649,South Shore,Unknown,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,True,,,,
General Realty and Building Corporation,2048,,E 75th St,Ste Frnt,Chicago,60649,South Shore,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,False,,773-955-0900,,
Genesis Cooperative Housing,7019,,S Merrill Ave,,Chicago,60649,South Shore,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,True,,773-324-9700,,
Hamilton Realty Company,7847,,S Crandon Ave,,Chicago,60649,South Shore,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,True,,773-374-5100,,
Kly Development,1310,,E 75th St,,Chicago,60619,South Shore,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,False,,312-415-6308,,
JLG Management,6701,,S Crandon Ave,,Chicago,60649,South Shore,Unknown,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,True,,,,
Kbm Realty Services,7827,,S South Shore Dr,,Chicago,60649,South Shore,Unknown,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,True,,773-307-8419,,
Jack Wayne Realty,7642,,S Colfax Ave,,Chicago,60649,South Shore,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,True,,773-734-8537,,
JC & Associates Solutions,7405,,S Crandon Ave,,Chicago,60649,South Shore,Unknown,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,True,,773-428-2302,,
Omega 2000 Real Estate,7309,,S Dante Ave,,Chicago,60619,South Shore,Unknown,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,True,,,,
Mat Welcome Realty,7750,,S Chappel Ave,,Chicago,60649,South Shore,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,True,,,,
Nationwide Property Rentals,2011,,E 75th St,Ste 114,Chicago,60649,South Shore,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,False,,773-288-0560,,
Laruga Real Estate,2333,,E 70th Pl,,Chicago,60649,South Shore,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,True,,773-726-2915,,
Maroza's Real Estate Management,7220,,S South Shore Dr,,Chicago,60649,South Shore,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,True,,773-375-1360,,
Pangea Real Estate,2231,,E 71st St,,Chicago,60649,South Shore,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,False,,888-993-1715,,
Pdmm Limited,2201,,E 70th Pl,Ste Ofc,Chicago,60649,South Shore,Unknown,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,True,,,,
Promiseland Real Estate,1423,,E 72nd Pl,,Chicago,60619,South Shore,Unknown,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,True,,,,
Special Concepts Realty,7645,,S Coles Ave,,Chicago,60649,South Shore,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,True,,,,
Solution Property Management,2827,,E 76th Pl,,Chicago,,South Shore,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,True,,,,
Parkland Condominiums,6701,,S Crandon Ave,Apt 2B,Chicago,60649,South Shore,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,False,,773-667-7275,,
Ruff's 1 Stop Real Estate,1459,,E 76th St,,Chicago,60619,South Shore,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,True,,773-768-8285,,
Real Realty,3637,,E 74th St,,Chicago,60649,South Shore,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,False,,,,
Realtor Amber N Alexander,2215,,E 69th St,,Chicago,,South Shore,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,True,,,,
Homes and Apartments,2342,,E 75th St,,Chicago,60649,South Shore,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,True,,,,
WF3 Homes,6840,,S Bennett Ave,,Chicago,60649,South Shore,Unknown,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,True,,773-848-5517,,
The Parkways,6718,,S East End Ave,,Chicago,60649,South Shore,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,False,,773-493-7300,,
"The Inverbrass Funds, Llc",3008,,E Cheltenham Pl,,Chicago,,South Shore,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,False,,773-731-9293,,
Tucker Management,7834,,S Essex Ave,,Chicago,60649,South Shore,Unknown,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,True,,,,
Trico Realty Group,1935,,E 71st St,,Chicago,60649,South Shore,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,True,,773-846-5000,,
Unknown,7001,,S Chappel Ave,,Chicago,60649,South Shore,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,True,,312-315-7293,,
Walking With Intentions,2232,,E 68th St,Apt 1,Chicago,,South Shore,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Other professional,True,,,,
Vandell Communications,1727,,E 71st St,,Chicago,60649,South Shore,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Other professional,False,,773-663-4182,,
Sir Designs,2202,,E 70th Pl,,Chicago,60649,South Shore,Unknown,"Financial, Insurance, Real Estate, Legal, and Professional",Other professional,True,,773-324-6682,,
Royce Glamour Productions,7363,,S South Shore Dr,Apt 207,Chicago,60649,South Shore,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Other professional,True,,773-734-2739,,
Taylor Made Industries,1411,,E 72nd Pl,,Chicago,60619,South Shore,Unknown,"Financial, Insurance, Real Estate, Legal, and Professional",Other professional,True,Number is for the business but the house have a for rent sign ,773-895-1855,,
R T Starks Associates,6700,,S Crandon Ave,Apt 2A,Chicago,60649,South Shore,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Other professional,True,,773-684-1732,,
Patrick and Associates Detective Agency,1805,,E 71st St,,Chicago,60649,South Shore,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Other professional,False,,773-288-6950,,
JD Results,7840,,S Bennett Ave,,Chicago,60649,South Shore,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Other professional,True,,708-969-1906,,
Information Systems Consulting,6700,,S Oglesby Ave,,Chicago,60649,South Shore,Unknown,"Financial, Insurance, Real Estate, Legal, and Professional",Other professional,True,,,,
Jeanne Larzalere Bloom,2666,,E 73rd St,,Chicago,60649,South Shore,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Other professional,True,,773-221-4545,,
John O Lewis Architecture,7128,,S Oglesby Ave,,Chicago,60649,South Shore,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Other professional,True,,773-955-2199,,
Houston and Associates,1805,,E 71st St,,Chicago,60649,South Shore,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Other professional,False,,773-952-6908,,
DJW Information Service,1753,,E 67th St,,Chicago,60649,South Shore,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Other professional,True,,773-288-5980,,
Consultant Network,7630,,S Essex Ave,,Chicago,60649,South Shore,Unknown,"Financial, Insurance, Real Estate, Legal, and Professional",Other professional,True,,,,
Consulting Rx,2216,,E 70th Pl,Unit 208,Chicago,60649,South Shore,Unknown,"Financial, Insurance, Real Estate, Legal, and Professional",Other professional,True,,773-454-2175,,
Circle Group,6901,,S Oglesby Ave,Apt 7B,Chicago,60649,South Shore,Unknown,"Financial, Insurance, Real Estate, Legal, and Professional",Other professional,True,,,,
Anthony Gee Specializing in Bank Regulatory Compliance,7400,,S Paxton Ave,,Chicago,60649,South Shore,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Other professional,True,,773-363-0545,,
Ark Andre Richardson King Designers,6700,,S Oglesby Ave,,Chicago,60649,South Shore,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Other professional,True,,773-667-5963,,
Baltis Architects,6755,,S Crandon Ave,Unit 2,Chicago,60649,South Shore,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Other professional,True,,773-955-0500,,
Am Marketing Center,7770,,S South Shore Dr,,Chicago,60649,South Shore,Unknown,"Financial, Insurance, Real Estate, Legal, and Professional",Other professional,True,,773-704-9173,,
Jackson Park Hospital,7531,,S Stony Island Ave,,Chicago,60649,South Shore,Active,Health Services,Hospital,False,,773-947-7500,,
Jackson Park Hospital Emergency Room,7531,,S Stony Island Ave,,Chicago,60649,South Shore,Active,Health Services,ER,False,,773-947-7610,,
Integrated Medical Centers,6930,,S South Shore Dr,,Chicago,60649,South Shore,Active,Health Services,Out-patient,False,,773-955-7000,,
Handy Medical and Surgical Center,2337,,E 71st St,,Chicago,60649,South Shore,Out of Business,Health Services,Out-patient,False,,773-643-2250,,
Holt Podiatry Associates,7141,,S Jeffery Ave,,Chicago,60649,South Shore,Active,Health Services,Out-patient,False,,773-493-4300,,
ICL Clinic,1950,,E 75th St,,Chicago,60649,South Shore,Out of Business,Health Services,Out-patient,False,,773-684-8422,,
Fresenius Medical Care,2420,,E 79th St,,Chicago,60649,South Shore,Active,Health Services,Out-patient,False,,773-374-9002,,
Frank Bearden MD MD,2011,,E 75th St,Ste 102,Chicago,60649,South Shore,Active,Health Services,Out-patient,False,,773-752-2483,,
Dr Amhad,2117,,E 71st St,,Chicago,60649,South Shore,Active,Health Services,Out-patient,False,,773-752-1506,,
Wu Family Medical Center,2306,,E 75th St,,Chicago,60649,South Shore,Active,Health Services,Out-patient,False,,773-731-0014,,
Newvision Medical Stabilization Service,7507,,S Stony Island Ave,,Chicago,60649,South Shore,Active,Health Services,Out-patient,False,,773-947-7347,,
Pilsen Wellness Center,2230,,E 71st St,,Chicago,60649,South Shore,Active,Health Services,Out-patient,False,,773-927-6987,,
Rosenblum Medical Center,2123,,E 71st St,St,Chicago,60649,South Shore,Active,Health Services,Out-patient,False,,773-684-9464,,
JPH Family Medical Center,1625,,E 75th St,,Chicago,60649,South Shore,Active,Health Services,Out-patient,False,,773-947-7310,,
Oswald Mowatt MD MD SC,2011,,E 75th St,Ste 106,Chicago,60649,South Shore,Active,Health Services,Out-patient,False,,773-955-7500,,
Mendi Chanda MD MD SC,7257,,S Jeffery Ave,,Chicago,60649,South Shore,Out of Business,Health Services,Out-patient,False,,773-684-0002,,
Kaliana Medical Clinic,1952,,E 73rd St,,Chicago,60649,South Shore,Active,Health Services,Out-patient,False,,773-493-5600,,
Family Medical Center,7201,,S Stony Island Ave,,Chicago,60649,South Shore,Active,Health Services,Out-patient,False,,773-940-1612,,
Billie Adams MD MD,2011,,E 75th St,Ste 101,Chicago,60649,South Shore,Active,Health Services,Out-patient,False,,773-288-4824,,
Acme Orthotic & Prosthetic Laboratories,1840,,E 71st St,Ste 40,Chicago,60649,South Shore,Active,Health Services,Out-patient,False,,773-363-0400,,
Al Shafa Health Care Services,1957,,E 71st St,,Chicago,60649,South Shore,Out of Business,Health Services,Out-patient,False,,773-324-9600,,
University of Illinois Medical Center,7131,,S Jeffery Ave,,Chicago,60638,South Shore,Active,Health Services,Out-patient,False,,,,
Urgent Health Care - Dr. Bearden,2011,,E 75th St,L5,Chicago,60649,South Shore,Active,Health Services,Out-patient,False,,773-752-2483,,
University of Chicago Medical Center - Outpatient Health Centers Senior,7101,,S Exchange Ave,,Chicago,60649,South Shore,Active,Health Services,Out-patient,False,,773-702-8840,,
University of Illinois Mile Square Health Center - South Shore,7131,,S Jeffery Ave,,Chicago,60649,South Shore,Active,Health Services,Out-patient,False,,773-256-0526,,
VLR Family Health Center,7140,,S Exchange Ave,,Chicago,60649,South Shore,Active,Health Services,Out-patient,False,,773-221-3078,,
Solomon Liburd MD MD,2011,,E 75th St,,Chicago,60649,South Shore,Active,Health Services,Out-patient,False,,,,
Sky Alternative Medicine Pain and Laser Clinic,1970,,E 73rd St,,Chicago,60649,South Shore,Active,Health Services,Out-patient,False,,773-308-4412,,
Access Rehab Centro Medico,1952,,E 73rd St,,Chicago,60649,South Shore,Active,Health Services,Chiropractor,False,,773-363-8710,,
Jus Do It,7601,,S Merrill Ave,,Chicago,60649,South Shore,Unknown,Health Services,Alternative medicine,True,,,,
Zion's Wellness Center,7209,,S Exchange Ave,,Chicago,60649,South Shore,Active,Health Services,Alternative medicine,False,,773-819-0894,,
Attala Dental,2117,,E 71st St,,Chicago,60649,South Shore,Active,Health Services,Dentist,False,,773-288-0225,,
Family Dental Clinic,1952,,E 73rd St,,Chicago,60649,South Shore,Active,Health Services,Dentist,False,Still active,773-947-8664,,
Destiny Dental,2101,,E 71st St,St Ste C,Chicago,60649,South Shore,Active,Health Services,Dentist,False,,773-241-7000,,
MGL Dental,7141,,S Jeffery Ave,Suite 12,Chicago,60649,South Shore,Active,Health Services,Dentist,False,,773-324-4325,,
Pearle Vision,7257,,S Jeffery Ave,,Chicago,60649,South Shore,Active,Health Services,Eye,False,,773-752-3900,,
South Shore Eye Center,7257,,S Jeffery Ave,,Chicago,60649,South Shore,Active,Health Services,Eye,False,,773-493-7040,,
Community Mental Health Foundation,7701,,S Phillips Ave,,Chicago,,South Shore,Active,Health Services,Counselor,True,,773-721-8922,,
European Foot and Ankle Clinic,1471,,E 67th St,,Chicago,60637,South Shore,Moved,Health Services,Therapy outpatient,False,Moved to 1500 E 67th Street,773-684-8000,,
Lagus Life Choice Center,6716,,S Chappel Ave,Unit 1,Chicago,60649,South Shore,Out of Business,Health Services,Therapy outpatient,True,,,,
Symphony of South Shore,2425,,E 71st St,St,Chicago,60649,South Shore,Active,Health Services,Rehab inpatient,False,,773-721-5000,,
ER Ambulance,7355,,S Exchange Ave,,Chicago,60649,South Shore,Active,Health Services,Ambulance,False,,773-723-1575,,
Nu-Day Home Health Care Services,2453,,E 75th St,,Chicago,60649,South Shore,Active,Health Services,Mobile health service,False,,773-363-7711,,
Day's Adult Day Care Program,2453,,E 75th St,,Chicago,60649,South Shore,Active,Health Services,Other,False,,773-363-7770,,
Global Collection,2118,,E 71st St,,Chicago,60636,South Shore,Active,Health Services,Other,False,,,,
Annie's Legacy,1809,,E 71st St,St Suite 209,Chicago,60649,South Shore,Out of Business,Social Services & Political Advocacy,Social service,False,,773-363-3300,,
ABJ Community Services,1818,,E 71st St,St,Chicago,60649,South Shore,Active,Social Services & Political Advocacy,Social service,False,,773-947-6940,,
Black United Fund of Illinois,1809,,E 71st St,St Ste 200,Chicago,60649,South Shore,Active,Social Services & Political Advocacy,Social service,False,,773-324-0494,,
Come Alive Ministries of Faith,2206,,E 73rd St,,Chicago,,South Shore,Active,Social Services & Political Advocacy,Social service,False,Commercial Unknown,,,
Chicago and Northern District Association of Club Women and Girls,6736,,S Jeffery Ave,,Chicago,60649,South Shore,Out of Business,Social Services & Political Advocacy,Social service,True,,773-684-7013,,
Chicago Youth Centers - Rebecca K. Crown Center,7601,,S Phillips Ave,,Chicago,,South Shore,Active,Social Services & Political Advocacy,Social service,False,,773-731-0444,,
Fathers for the Future,1809,,E 71st St,,Chicago,60649,South Shore,Active,Social Services & Political Advocacy,Social service,False,,,,
Featherfist Development Corporation,2255,,E 75th St,,Chicago,60649,South Shore,Active,Social Services & Political Advocacy,Social service,False,,773-721-7088,,
GFM Development Corporation,7246,,S Luella Ave,,Chicago,60649,South Shore,Unknown,Social Services & Political Advocacy,Social service,True,,,,
Human Resources Development Institute,1755,,E 75th St,,Chicago,60649,South Shore,Active,Social Services & Political Advocacy,Social service,False,,312-441-9009,,
Kare Community Outreach,7538,,S Dorchester Ave,,Chicago,60619,South Shore,Out of Business,Social Services & Political Advocacy,Social service,True,,,,
Man Up Ministries,6852,,S Oglesby Ave,,Chicago,60649,South Shore,Unknown,Social Services & Political Advocacy,Social service,True,,,,
North Washington Park Community Development Corporation,7316,,S Merrill Ave,,Chicago,60649,South Shore,Unknown,Social Services & Political Advocacy,Social service,True,,,,
Puzzled Peaces,7346,,S Kenwood Ave,,Chicago,60619,South Shore,Active,Social Services & Political Advocacy,Social service,True,,773-905-8669,,
Southeast Training Center,1816,,E 79th St,Unit 18,Chicago,60649,South Shore,Active,Social Services & Political Advocacy,Social service,False,,773-530-0873,,
South Central Community Services - South Shore Campus,7550,,S Phillips Ave,,Chicago,,South Shore,Active,Social Services & Political Advocacy,Social service,False,,773-374-2223,,
The Parkways Resource Center,6720,,S East End Ave,,Chicago,60649,South Shore,Active,Social Services & Political Advocacy,Social service,False,,773-493-7300,,
Sports Factory Foundation,6850,,S South Shore Dr,,Chicago,60649,South Shore,Unknown,Social Services & Political Advocacy,Social service,True,,,,
Train a Child,7814,,S Burnham Ave,,Chicago,60649,South Shore,Unknown,Social Services & Political Advocacy,Social service,True,,,,
The Zakat Foundation of America,1759,,E 75th St,,Chicago,60649,South Shore,Active,Social Services & Political Advocacy,Social service,False,,773-363-4230,,
Catholic Charities - WIC Food Center,1802,,E 71st St,St,Chicago,60649,South Shore,Active,Social Services & Political Advocacy,Food Charity,False,,773-363-2500,,
Illinois Department of Employment Security - Woodlawn,1515,,E 71st St,St,Chicago,60619,South Shore,Active,Social Services & Political Advocacy,Employment,False,,773-947-2500,,
Loren's Hall,2245,,E 71st St,,Chicago,60649,South Shore,Out of Business,Social Services & Political Advocacy,Employment,False,Called and it was a new business,773-360-5113,,
Steven Lang's Aging & Disability Services,7527,,S Luella Ave,,Chicago,60649,South Shore,Unknown,Social Services & Political Advocacy,Disabled,True,,,,
Rald Institute,7517,,S Merrill Ave,,Chicago,60649,South Shore,Active,Social Services & Political Advocacy,Disabled,True,,773-752-8176,,
Vision Blu Institute,7643,,S Cornell Ave,,Chicago,60649,South Shore,Out of Business,Social Services & Political Advocacy,Other social service,True,,312-307-6223,,
Louis Rawls Foundation,6951,,S Dorchester Ave,,Chicago,60637,South Shore,Out of Business,Social Services & Political Advocacy,Other social service,True,,773-729-0514,,
Free Sewing Lessons,7818,,S Stony Island Ave,,Chicago,60649,South Shore,Out of Business,Social Services & Political Advocacy,Other social service,False,,773-731-0466,,
Coalition for Improved Education in South Shore,1809,,E 71st St,Ste 203,Chicago,60649,South Shore,Out of Business,Social Services & Political Advocacy,Other social service,True,,773-684-6070,,
Better Love Yourself Foundation,2214,,E 70th Pl,,Chicago,60649,South Shore,Unknown,Social Services & Political Advocacy,Other social service,True,,,,
Youth Financial Services,2210,,E 69th St,Unit 1E,Chicago,,South Shore,Active,Social Services & Political Advocacy,Other social service,True,,,,
Crusaders Of Justice For The Black Community,7802,,S Colfax Ave,Spt 1B,Chicago,60649,South Shore,Unknown,Social Services & Political Advocacy,Advocacy,True,,,,
Complete Environmental Management,7040,,S South Shore Dr,,Chicago,60649,South Shore,Active,Social Services & Political Advocacy,Advocacy,True,,773-363-1045,,
Black United Fund of Illinois - Mash Unit,1811,,E 71st St,St,Chicago,60649,South Shore,Active,Social Services & Political Advocacy,Advocacy,False,,773-324-2005,,
Chicago Women's AIDS Project South Office,2317,,E 71st St,St,Chicago,60649,South Shore,Active,Social Services & Political Advocacy,Advocacy,False,,773-955-8709,,
National Hook-Up of Black Women,1809,,E 71st St,Ste 205,Chicago,60649,South Shore,Active,Social Services & Political Advocacy,Advocacy,False,,773-667-7061,,
Parkside Community Advisory Council For Education And Community Affairs,1421,,E 68th St,,Chicago,,South Shore,Out of Business,Social Services & Political Advocacy,Advocacy,True,,,,
South Shore Planning and Preservation Coalition,1809,,E 71st St,Ste 201,Chicago,60649,South Shore,Out of Business,Social Services & Political Advocacy,Advocacy,False,,773-947-7077,,
South Shore Chamber of Commerce,1750,,E 71st St,St 208,Chicago,60649,South Shore,Active,Social Services & Political Advocacy,Advocacy,False,,773-955-9508,,
JA Gibson Realty,1750,,E 71st St,101,Chicago,60649,South Shore,Active,Social Services & Political Advocacy,Other,False,,773-324-4223,,
ICV Technical Institute,1750,,E 71st St,St 105,Chicago,60649,South Shore,Active,Social Services & Political Advocacy,Other,False,,773-363-6399,,
South Shore Self Storage,7843,,S Exchange Ave,,Chicago,60649,South Shore,Active,"Wholesale, Storage and Transportation",Public storage,False,,773-768-4500,,
Charter 4 Children,7008,,S Merrill Ave,,Chicago,60649,South Shore,Out of Business,"Wholesale, Storage and Transportation","Taxi, limo and similar",True,,,,
Pershing Dispatch,2610,,E 79th St,,Chicago,60649,South Shore,Active,"Wholesale, Storage and Transportation","Taxi, limo and similar",False,,,,
Your Limo Enterprise,7027,,S Constance Ave,,Chicago,60649,South Shore,Out of Business,"Wholesale, Storage and Transportation","Taxi, limo and similar",True,,312-852-1349,,
Willis Transportation,1717,,E 77th St,Apt 3,Chicago,60649,South Shore,Unknown,"Wholesale, Storage and Transportation","Taxi, limo and similar",True,,773-756-7894,,
Garrett Swain Limousine and Tour,6920,,S Crandon Ave,,Chicago,60649,South Shore,Active,"Wholesale, Storage and Transportation","Taxi, limo and similar",True,,773-955-9055,,
Tag Team Limousine,7800,,S Chappel Ave,,Chicago,60649,South Shore,Out of Business,"Wholesale, Storage and Transportation","Taxi, limo and similar",True,,773-374-7572,,
F Abren Enterprise,7418,,S Blackstone Ave,,Chicago,,South Shore,Active,"Wholesale, Storage and Transportation",Goods distribution,True,,773-599-8220,,
Emma Transportation,1338,,E 72nd Pl,,Chicago,60619,South Shore,Unknown,"Wholesale, Storage and Transportation",Goods distribution,True,,,,
Brian Sanders Trucking,7717,,S Phillips Ave,,Chicago,,South Shore,Out of Business,"Wholesale, Storage and Transportation",Goods distribution,True,,773-375-7578,,
Rich Logistics,7201,,S South Shore Dr,,Chicago,60649,South Shore,Active,"Wholesale, Storage and Transportation",Goods distribution,True,,773-491-5634,,
Perkins Moving Company,1807,,E 71st St,,Chicago,60649,South Shore,Active,"Wholesale, Storage and Transportation",Moving and storage,False,,773-667-8702,,
Light Year Moving,1502,,E 69th Pl,,Chicago,,South Shore,Active,"Wholesale, Storage and Transportation",Moving and storage,True,,,,
